date,order_book_id,gru_score
2021-05-17,002244.XSHE,0.6294733881950378
2021-05-17,002249.XSHE,-0.0973237007856369
2021-05-17,002250.XSHE,0.7220242023468018
2021-05-17,002268.XSHE,0.6948229670524597
2021-05-17,002273.XSHE,0.5763187408447266
2021-05-17,002281.XSHE,0.7191343903541565
2021-05-17,002302.XSHE,0.7717930674552917
2021-05-17,002317.XSHE,0.536274790763855
2021-05-17,002340.XSHE,-0.9887109398841858
2021-05-17,002353.XSHE,0.5584185719490051
2021-05-17,002368.XSHE,0.4888538122177124
2021-05-17,002372.XSHE,0.19104327261447906
2021-05-17,002373.XSHE,0.41020458936691284
2021-05-17,002375.XSHE,0.5867192149162292
2021-05-17,002382.XSHE,1.0234382152557373
2021-05-17,002385.XSHE,0.7641597986221313
2021-05-17,002399.XSHE,0.6637234091758728
2021-05-17,002408.XSHE,-0.5570886135101318
2021-05-17,002416.XSHE,0.8560983538627625
2021-05-17,002419.XSHE,0.3985251784324646
2021-05-17,002424.XSHE,0.2924906313419342
2021-05-17,002434.XSHE,0.6560447812080383
2021-05-17,002440.XSHE,1.1559017896652222
2021-05-17,002444.XSHE,0.3420953154563904
2021-05-17,002465.XSHE,0.7482489943504333
2021-05-17,002503.XSHE,0.4820604920387268
2021-05-17,002505.XSHE,0.7743450999259949
2021-05-17,002507.XSHE,0.09200114756822586
2021-05-17,002544.XSHE,0.7197391390800476
2021-05-17,002572.XSHE,0.44088250398635864
2021-05-17,002583.XSHE,0.714896559715271
2021-05-17,002589.XSHE,0.6158639788627625
2021-05-17,002603.XSHE,0.22914423048496246
2021-05-17,002635.XSHE,0.6438061594963074
2021-05-17,002670.XSHE,0.6395021080970764
2021-05-17,002690.XSHE,0.7559991478919983
2021-05-17,002701.XSHE,0.4722018837928772
2021-05-17,002709.XSHE,0.7874137759208679
2021-05-17,002745.XSHE,0.44910556077957153
2021-05-17,002797.XSHE,0.5987154841423035
2021-05-17,002807.XSHE,0.5860202312469482
2021-05-17,002815.XSHE,0.5146655440330505
2021-05-17,002818.XSHE,0.3948322832584381
2021-05-17,002831.XSHE,0.7328832745552063
2021-05-17,002839.XSHE,0.7584988474845886
2021-05-17,002920.XSHE,0.022297754883766174
2021-05-17,002926.XSHE,0.6552744507789612
2021-05-17,002936.XSHE,0.8597169518470764
2021-05-17,002941.XSHE,0.42303383350372314
2021-05-17,002946.XSHE,0.6508959531784058
2021-05-17,002948.XSHE,0.8539426922798157
2021-05-17,300001.XSHE,0.8659486770629883
2021-05-17,300002.XSHE,0.7678243517875671
2021-05-17,300009.XSHE,0.21288399398326874
2021-05-17,300010.XSHE,-0.18249984085559845
2021-05-17,300026.XSHE,0.6454242467880249
2021-05-17,300058.XSHE,0.8572254776954651
2021-05-17,300088.XSHE,0.639426052570343
2021-05-17,300113.XSHE,0.6616038084030151
2021-05-17,300115.XSHE,0.6040481328964233
2021-05-17,300133.XSHE,0.6610020995140076
2021-05-17,300134.XSHE,0.7436792254447937
2021-05-17,300166.XSHE,0.6608744263648987
2021-05-17,300168.XSHE,0.4916309118270874
2021-05-17,300207.XSHE,0.5600392818450928
2021-05-17,300244.XSHE,0.6750153303146362
2021-05-17,300257.XSHE,0.7785587310791016
2021-05-17,300274.XSHE,0.5426544547080994
2021-05-17,300315.XSHE,0.6722256541252136
2021-05-17,300316.XSHE,-0.1571275144815445
2021-05-17,300324.XSHE,0.5921125411987305
2021-05-17,300376.XSHE,0.9039551615715027
2021-05-17,300418.XSHE,0.7067722678184509
2021-05-17,300459.XSHE,0.7589062452316284
2021-05-17,600006.XSHG,0.8873779773712158
2021-05-17,600021.XSHG,0.4050908088684082
2021-05-17,600022.XSHG,0.4263485074043274
2021-05-17,600053.XSHG,0.7040751576423645
2021-05-17,600056.XSHG,0.4033237099647522
2021-05-17,600060.XSHG,0.4788517355918884
2021-05-17,600062.XSHG,0.6517730355262756
2021-05-17,600064.XSHG,0.8165904879570007
2021-05-17,600073.XSHG,0.6981468796730042
2021-05-17,600094.XSHG,0.6990129947662354
2021-05-17,600120.XSHG,0.8764922618865967
2021-05-17,600126.XSHG,0.19960740208625793
2021-05-17,600141.XSHG,-0.26991307735443115
2021-05-17,600143.XSHG,1.0091073513031006
2021-05-17,600155.XSHG,0.16145530343055725
2021-05-17,600166.XSHG,0.43807023763656616
2021-05-17,600171.XSHG,0.46883636713027954
2021-05-17,600195.XSHG,0.4671618342399597
2021-05-17,600201.XSHG,0.3890358805656433
2021-05-17,600216.XSHG,0.3262532949447632
2021-05-17,600258.XSHG,0.8157644867897034
2021-05-17,600259.XSHG,-0.46753984689712524
2021-05-17,600260.XSHG,0.5987419486045837
2021-05-17,600266.XSHG,0.7035351991653442
2021-05-17,600277.XSHG,-0.3782959580421448
2021-05-17,600282.XSHG,0.7582855820655823
2021-05-17,600307.XSHG,0.25310832262039185
2021-05-17,600312.XSHG,0.4154466986656189
2021-05-17,600315.XSHG,0.8540207743644714
2021-05-17,600316.XSHG,0.7276268005371094
2021-05-17,600325.XSHG,0.9452391266822815
2021-05-17,600338.XSHG,0.5171197652816772
2021-05-17,600348.XSHG,0.5869365334510803
2021-05-17,600350.XSHG,0.7431429624557495
2021-05-17,600373.XSHG,0.5121586322784424
2021-05-17,600376.XSHG,0.5866965651512146
2021-05-17,600380.XSHG,0.2754243016242981
2021-05-17,600388.XSHG,0.6844925284385681
2021-05-17,600392.XSHG,-0.5795640349388123
2021-05-17,600409.XSHG,0.8076266050338745
2021-05-17,600410.XSHG,0.7704139947891235
2021-05-17,600418.XSHG,0.6319003701210022
2021-05-17,600426.XSHG,0.842186450958252
2021-05-17,600435.XSHG,0.7600775361061096
2021-05-17,600497.XSHG,1.0441776514053345
2021-05-17,600500.XSHG,0.6199957132339478
2021-05-17,600507.XSHG,-0.9946491122245789
2021-05-17,600511.XSHG,0.4785834550857544
2021-05-17,600528.XSHG,0.6674872636795044
2021-05-17,600545.XSHG,0.6936054825782776
2021-05-17,600549.XSHG,-0.19761966168880463
2021-05-17,600563.XSHG,0.08587615191936493
2021-05-17,600567.XSHG,-0.5128759741783142
2021-05-17,600572.XSHG,0.5100118517875671
2021-05-17,600580.XSHG,0.6973547339439392
2021-05-17,600582.XSHG,0.5643408298492432
2021-05-17,600597.XSHG,0.583732545375824
2021-05-17,600598.XSHG,0.5049425959587097
2021-05-17,600623.XSHG,-0.05069531500339508
2021-05-17,600633.XSHG,0.6873067021369934
2021-05-17,600639.XSHG,0.3532399535179138
2021-05-17,600640.XSHG,0.36666762828826904
2021-05-17,600642.XSHG,0.1554826945066452
2021-05-17,600643.XSHG,0.8145397305488586
2021-05-17,600645.XSHG,0.5220179557800293
2021-05-17,600648.XSHG,0.7058200836181641
2021-05-17,600649.XSHG,0.44463759660720825
2021-05-17,600657.XSHG,0.7813025116920471
2021-05-17,600699.XSHG,0.5171439051628113
2021-05-17,600717.XSHG,0.3251398801803589
2021-05-17,600718.XSHG,0.4608476161956787
2021-05-17,600737.XSHG,0.5895698070526123
2021-05-17,600739.XSHG,0.755685031414032
2021-05-17,600748.XSHG,0.8728147149085999
2021-05-17,600754.XSHG,-0.4817808270454407
2021-05-17,600765.XSHG,0.8679136633872986
2021-05-17,600779.XSHG,-0.19471971690654755
2021-05-17,600782.XSHG,0.6928837299346924
2021-05-17,600787.XSHG,0.7792231440544128
2021-05-17,600804.XSHG,0.44952958822250366
2021-05-17,600808.XSHG,0.7252427339553833
2021-05-17,600811.XSHG,0.8277117609977722
2021-05-17,600820.XSHG,0.5725140571594238
2021-05-17,600823.XSHG,0.7328585386276245
2021-05-17,600827.XSHG,0.3404225707054138
2021-05-17,600835.XSHG,0.6366139650344849
2021-05-17,600839.XSHG,0.1011270135641098
2021-05-17,600862.XSHG,0.8746659159660339
2021-05-17,600863.XSHG,0.28219443559646606
2021-05-17,600869.XSHG,0.32840320467948914
2021-05-17,600875.XSHG,0.4921071529388428
2021-05-17,600879.XSHG,0.8128913044929504
2021-05-17,600881.XSHG,0.8472277522087097
2021-05-17,600884.XSHG,0.7105717062950134
2021-05-17,600885.XSHG,0.39210158586502075
2021-05-17,600895.XSHG,0.3734619617462158
2021-05-17,600901.XSHG,0.5895408391952515
2021-05-17,600903.XSHG,0.6965436339378357
2021-05-17,600908.XSHG,1.254294514656067
2021-05-17,600909.XSHG,0.6744295954704285
2021-05-17,600959.XSHG,0.5562805533409119
2021-05-17,600967.XSHG,0.8378099799156189
2021-05-17,600985.XSHG,0.8139210343360901
2021-05-17,601000.XSHG,-0.006603315472602844
2021-05-17,601003.XSHG,-0.8978752493858337
2021-05-17,601005.XSHG,-0.09075073897838593
2021-05-17,601016.XSHG,-0.2612929344177246
2021-05-17,601068.XSHG,0.39363110065460205
2021-05-17,601098.XSHG,0.8778840899467468
2021-05-17,601106.XSHG,0.7931591868400574
2021-05-17,601118.XSHG,0.9899711608886719
2021-05-17,601128.XSHG,0.6783871054649353
2021-05-17,601139.XSHG,0.4863114356994629
2021-05-17,601168.XSHG,0.7211372256278992
2021-05-17,601179.XSHG,0.8200365304946899
2021-05-17,601200.XSHG,0.8048151135444641
2021-05-17,601333.XSHG,0.5030899047851562
2021-05-17,601608.XSHG,0.7975999712944031
2021-05-17,601611.XSHG,0.37701308727264404
2021-05-17,601615.XSHG,-0.08919145166873932
2021-05-17,601689.XSHG,0.10610790550708771
2021-05-17,601699.XSHG,0.24623672664165497
2021-05-17,601718.XSHG,0.777726948261261
2021-05-17,601801.XSHG,0.8770650029182434
2021-05-17,601869.XSHG,0.7108810544013977
2021-05-17,601928.XSHG,0.21600790321826935
2021-05-17,601958.XSHG,0.7452325224876404
2021-05-17,603000.XSHG,0.29958343505859375
2021-05-17,603056.XSHG,0.5342498421669006
2021-05-17,603077.XSHG,0.5364013910293579
2021-05-17,603198.XSHG,0.3577447533607483
2021-05-17,603225.XSHG,-0.30936020612716675
2021-05-17,603228.XSHG,0.3350712060928345
2021-05-17,603328.XSHG,0.8143153786659241
2021-05-17,603355.XSHG,-0.28680258989334106
2021-05-17,603377.XSHG,-0.07312910258769989
2021-05-17,603444.XSHG,0.07517808675765991
2021-05-17,603486.XSHG,-0.2618423104286194
2021-05-17,603515.XSHG,0.7578930854797363
2021-05-17,603568.XSHG,0.447170615196228
2021-05-17,603650.XSHG,0.823647677898407
2021-05-17,603712.XSHG,0.6482033133506775
2021-05-17,603806.XSHG,-0.26165175437927246
2021-05-17,603816.XSHG,-0.08951066434383392
2021-05-17,603866.XSHG,0.2593085467815399
2021-05-17,603868.XSHG,0.5906668305397034
2021-05-17,603883.XSHG,0.2861098051071167
2021-05-17,603885.XSHG,1.329829216003418
2021-05-17,603888.XSHG,0.286465048789978
2021-05-24,000008.XSHE,0.7374722957611084
2021-05-24,000009.XSHE,1.1594722270965576
2021-05-24,000012.XSHE,0.4517732858657837
2021-05-24,000021.XSHE,0.6413088440895081
2021-05-24,000027.XSHE,-1.0645649433135986
2021-05-24,000028.XSHE,0.6335837244987488
2021-05-24,000031.XSHE,0.7431615591049194
2021-05-24,000060.XSHE,0.18655450642108917
2021-05-24,000061.XSHE,0.8263711333274841
2021-05-24,000062.XSHE,0.45558249950408936
2021-05-24,000078.XSHE,0.42878490686416626
2021-05-24,000089.XSHE,0.7830014824867249
2021-05-24,000158.XSHE,0.23569314181804657
2021-05-24,000400.XSHE,0.7884899973869324
2021-05-24,000488.XSHE,-0.5906768441200256
2021-05-24,000501.XSHE,0.7294229865074158
2021-05-24,000513.XSHE,0.0980100929737091
2021-05-24,000519.XSHE,0.13207264244556427
2021-05-24,000537.XSHE,0.7592708468437195
2021-05-24,000543.XSHE,0.5093158483505249
2021-05-24,000547.XSHE,0.8263890147209167
2021-05-24,000559.XSHE,0.8097986578941345
2021-05-24,000563.XSHE,0.6871446371078491
2021-05-24,000581.XSHE,0.7231123447418213
2021-05-24,000598.XSHE,0.4445381760597229
2021-05-24,000600.XSHE,-0.1501104086637497
2021-05-24,000623.XSHE,0.6574972867965698
2021-05-24,000636.XSHE,0.6224682331085205
2021-05-24,000681.XSHE,0.7594659924507141
2021-05-24,000685.XSHE,0.7087417244911194
2021-05-24,000686.XSHE,0.6384201645851135
2021-05-24,000690.XSHE,0.526351809501648
2021-05-24,000717.XSHE,0.47369569540023804
2021-05-24,000718.XSHE,-0.634265124797821
2021-05-24,000729.XSHE,0.3442479968070984
2021-05-24,000738.XSHE,0.8915141224861145
2021-05-24,000778.XSHE,1.0286592245101929
2021-05-24,000807.XSHE,-0.21769587695598602
2021-05-24,000830.XSHE,0.5339650511741638
2021-05-24,000869.XSHE,0.26718324422836304
2021-05-24,000878.XSHE,0.3799400329589844
2021-05-24,000883.XSHE,-0.7287608981132507
2021-05-24,000887.XSHE,0.7445763945579529
2021-05-24,000930.XSHE,0.659591555595398
2021-05-24,000932.XSHE,-0.1552850753068924
2021-05-24,000937.XSHE,0.4021874666213989
2021-05-24,000960.XSHE,0.22657442092895508
2021-05-24,000970.XSHE,0.841917097568512
2021-05-24,000983.XSHE,0.49710512161254883
2021-05-24,000988.XSHE,0.637694776058197
2021-05-24,000990.XSHE,0.6280462741851807
2021-05-24,000997.XSHE,0.32928207516670227
2021-05-24,000998.XSHE,0.3355365991592407
2021-05-24,000999.XSHE,0.6763868927955627
2021-05-24,002002.XSHE,-0.8834877610206604
2021-05-24,002004.XSHE,0.1853976994752884
2021-05-24,002019.XSHE,0.7683104872703552
2021-05-24,002028.XSHE,0.17431212961673737
2021-05-24,002030.XSHE,0.4567832946777344
2021-05-24,002038.XSHE,0.48667746782302856
2021-05-24,002048.XSHE,0.9674131274223328
2021-05-24,002051.XSHE,0.5178671479225159
2021-05-24,002056.XSHE,0.7783603072166443
2021-05-24,002078.XSHE,0.6863709688186646
2021-05-24,002085.XSHE,0.7724687457084656
2021-05-24,002092.XSHE,-0.06449128687381744
2021-05-24,002093.XSHE,0.7092329859733582
2021-05-24,002110.XSHE,0.41055405139923096
2021-05-24,002128.XSHE,0.6024470329284668
2021-05-24,002131.XSHE,0.5600406527519226
2021-05-24,002152.XSHE,-0.0010062456130981445
2021-05-24,002155.XSHE,0.6062226891517639
2021-05-24,002174.XSHE,0.29052889347076416
2021-05-24,002183.XSHE,0.9022995829582214
2021-05-24,002191.XSHE,0.8804447054862976
2021-05-24,002195.XSHE,0.33486682176589966
2021-05-24,002212.XSHE,0.5740541219711304
2021-05-24,002217.XSHE,0.7327810525894165
2021-05-24,002221.XSHE,1.0425093173980713
2021-05-24,002223.XSHE,0.6802155375480652
2021-05-24,002233.XSHE,0.5901237726211548
2021-05-24,002242.XSHE,0.6198990941047668
2021-05-24,002244.XSHE,0.6010541319847107
2021-05-24,002249.XSHE,0.07524770498275757
2021-05-24,002250.XSHE,0.7891683578491211
2021-05-24,002268.XSHE,0.7198507189750671
2021-05-24,002273.XSHE,0.5450412034988403
2021-05-24,002281.XSHE,0.7204195857048035
2021-05-24,002302.XSHE,0.7813717722892761
2021-05-24,002317.XSHE,0.5969893932342529
2021-05-24,002340.XSHE,-0.9040519595146179
2021-05-24,002353.XSHE,0.532612681388855
2021-05-24,002368.XSHE,0.33616119623184204
2021-05-24,002372.XSHE,0.22247818112373352
2021-05-24,002373.XSHE,0.5154920816421509
2021-05-24,002375.XSHE,0.647392749786377
2021-05-24,002382.XSHE,1.036873459815979
2021-05-24,002385.XSHE,0.7350714802742004
2021-05-24,002399.XSHE,0.6175237894058228
2021-05-24,002408.XSHE,-0.5365460515022278
2021-05-24,002416.XSHE,0.8810272812843323
2021-05-24,002419.XSHE,0.4570249319076538
2021-05-24,002424.XSHE,0.3959234356880188
2021-05-24,002434.XSHE,0.6383237242698669
2021-05-24,002440.XSHE,1.1408745050430298
2021-05-24,002444.XSHE,0.3256182074546814
2021-05-24,002465.XSHE,0.7478596568107605
2021-05-24,002503.XSHE,0.4154165983200073
2021-05-24,002505.XSHE,0.7804625630378723
2021-05-24,002507.XSHE,0.24381470680236816
2021-05-24,002544.XSHE,0.7332883477210999
2021-05-24,002572.XSHE,0.2635525166988373
2021-05-24,002583.XSHE,0.7338128685951233
2021-05-24,002589.XSHE,0.5254288911819458
2021-05-24,002603.XSHE,0.1753663718700409
2021-05-24,002635.XSHE,0.7240169644355774
2021-05-24,002670.XSHE,0.6991662383079529
2021-05-24,002690.XSHE,0.8960449695587158
2021-05-24,002701.XSHE,0.37621092796325684
2021-05-24,002709.XSHE,0.8897874355316162
2021-05-24,002745.XSHE,0.4996270537376404
2021-05-24,002797.XSHE,0.6146645545959473
2021-05-24,002807.XSHE,0.5846070647239685
2021-05-24,002815.XSHE,0.560641884803772
2021-05-24,002818.XSHE,0.19399820268154144
2021-05-24,002831.XSHE,0.7568772435188293
2021-05-24,002839.XSHE,0.7846440672874451
2021-05-24,002920.XSHE,0.016940906643867493
2021-05-24,002926.XSHE,0.6124657392501831
2021-05-24,002936.XSHE,0.8253588080406189
2021-05-24,002941.XSHE,0.5046343803405762
2021-05-24,002946.XSHE,0.6822625398635864
2021-05-24,002948.XSHE,0.8334417939186096
2021-05-24,300001.XSHE,0.9249328970909119
2021-05-24,300002.XSHE,0.7475083470344543
2021-05-24,300009.XSHE,-0.06129501760005951
2021-05-24,300010.XSHE,-0.19490264356136322
2021-05-24,300026.XSHE,0.773160994052887
2021-05-24,300058.XSHE,0.6552649736404419
2021-05-24,300088.XSHE,0.5611438155174255
2021-05-24,300113.XSHE,0.47663557529449463
2021-05-24,300115.XSHE,0.5118502974510193
2021-05-24,300133.XSHE,0.6702091097831726
2021-05-24,300134.XSHE,0.6208746433258057
2021-05-24,300166.XSHE,0.22419647872447968
2021-05-24,300168.XSHE,0.5657256841659546
2021-05-24,300207.XSHE,0.4704800844192505
2021-05-24,300244.XSHE,0.6783317923545837
2021-05-24,300257.XSHE,0.22465306520462036
2021-05-24,300274.XSHE,0.4687374234199524
2021-05-24,300315.XSHE,0.6888004541397095
2021-05-24,300316.XSHE,-0.13831524550914764
2021-05-24,300324.XSHE,0.41640937328338623
2021-05-24,300376.XSHE,0.8945159316062927
2021-05-24,300418.XSHE,0.69892418384552
2021-05-24,300459.XSHE,0.7611185908317566
2021-05-24,600006.XSHG,0.7923796772956848
2021-05-24,600021.XSHG,0.42877212166786194
2021-05-24,600022.XSHG,0.6382027268409729
2021-05-24,600053.XSHG,0.7425417304039001
2021-05-24,600056.XSHG,0.5507724285125732
2021-05-24,600060.XSHG,0.6600795984268188
2021-05-24,600062.XSHG,0.6992235779762268
2021-05-24,600064.XSHG,0.8490288853645325
2021-05-24,600073.XSHG,0.37976330518722534
2021-05-24,600094.XSHG,0.6798344850540161
2021-05-24,600120.XSHG,0.8240624070167542
2021-05-24,600126.XSHG,0.12638503313064575
2021-05-24,600141.XSHG,-0.24815957248210907
2021-05-24,600143.XSHG,1.0838427543640137
2021-05-24,600155.XSHG,0.34636569023132324
2021-05-24,600166.XSHG,0.39661461114883423
2021-05-24,600171.XSHG,0.20850326120853424
2021-05-24,600195.XSHG,0.6065476536750793
2021-05-24,600201.XSHG,0.4946327209472656
2021-05-24,600216.XSHG,0.37548184394836426
2021-05-24,600258.XSHG,0.8558776378631592
2021-05-24,600259.XSHG,0.0238998681306839
2021-05-24,600260.XSHG,0.5824437141418457
2021-05-24,600266.XSHG,0.7860201001167297
2021-05-24,600277.XSHG,-0.09137879312038422
2021-05-24,600282.XSHG,1.0064390897750854
2021-05-24,600307.XSHG,0.4152616858482361
2021-05-24,600312.XSHG,0.5783311724662781
2021-05-24,600315.XSHG,0.9749793410301208
2021-05-24,600316.XSHG,0.7837198972702026
2021-05-24,600325.XSHG,0.529434859752655
2021-05-24,600338.XSHG,0.38120341300964355
2021-05-24,600348.XSHG,0.3433517813682556
2021-05-24,600350.XSHG,0.8141891360282898
2021-05-24,600373.XSHG,0.507462203502655
2021-05-24,600376.XSHG,0.6144890189170837
2021-05-24,600380.XSHG,0.3461322784423828
2021-05-24,600388.XSHG,0.6635643839836121
2021-05-24,600392.XSHG,-0.4376685619354248
2021-05-24,600409.XSHG,0.7677524089813232
2021-05-24,600410.XSHG,0.7810614109039307
2021-05-24,600418.XSHG,0.6031724214553833
2021-05-24,600426.XSHG,0.9394946694374084
2021-05-24,600435.XSHG,0.7331104874610901
2021-05-24,600497.XSHG,1.0748836994171143
2021-05-24,600500.XSHG,0.2615039348602295
2021-05-24,600507.XSHG,-0.8219786286354065
2021-05-24,600511.XSHG,0.5675156712532043
2021-05-24,600528.XSHG,0.7342033982276917
2021-05-24,600545.XSHG,0.7257004380226135
2021-05-24,600549.XSHG,0.2703785300254822
2021-05-24,600563.XSHG,0.29856592416763306
2021-05-24,600567.XSHG,-0.5955508351325989
2021-05-24,600572.XSHG,0.5709730386734009
2021-05-24,600580.XSHG,0.780194103717804
2021-05-24,600582.XSHG,0.6143389940261841
2021-05-24,600597.XSHG,0.665285587310791
2021-05-24,600598.XSHG,0.5415913462638855
2021-05-24,600623.XSHG,0.17462551593780518
2021-05-24,600633.XSHG,0.3280879259109497
2021-05-24,600639.XSHG,0.45939570665359497
2021-05-24,600640.XSHG,0.42629534006118774
2021-05-24,600642.XSHG,-0.040899857878685
2021-05-24,600643.XSHG,0.5405274629592896
2021-05-24,600645.XSHG,0.3812794089317322
2021-05-24,600648.XSHG,0.8102768063545227
2021-05-24,600649.XSHG,0.4762214422225952
2021-05-24,600657.XSHG,0.7776483297348022
2021-05-24,600699.XSHG,0.5499265193939209
2021-05-24,600717.XSHG,0.5551089644432068
2021-05-24,600718.XSHG,0.4858843684196472
2021-05-24,600737.XSHG,0.6477116942405701
2021-05-24,600739.XSHG,0.7074541449546814
2021-05-24,600748.XSHG,0.7737213969230652
2021-05-24,600754.XSHG,-0.40897995233535767
2021-05-24,600765.XSHG,0.8938775658607483
2021-05-24,600779.XSHG,-0.005680784583091736
2021-05-24,600782.XSHG,0.7653923630714417
2021-05-24,600787.XSHG,0.9661568999290466
2021-05-24,600804.XSHG,0.5393250584602356
2021-05-24,600808.XSHG,0.8968358635902405
2021-05-24,600811.XSHG,0.8113811016082764
2021-05-24,600820.XSHG,0.6465578079223633
2021-05-24,600823.XSHG,0.7576190829277039
2021-05-24,600827.XSHG,0.31506091356277466
2021-05-24,600835.XSHG,0.6778807640075684
2021-05-24,600839.XSHG,0.30931252241134644
2021-05-24,600862.XSHG,0.8356779217720032
2021-05-24,600863.XSHG,0.416810542345047
2021-05-24,600869.XSHG,0.38394784927368164
2021-05-24,600875.XSHG,0.7643000483512878
2021-05-24,600879.XSHG,0.8328034281730652
2021-05-24,600881.XSHG,0.741066575050354
2021-05-24,600884.XSHG,0.5965141654014587
2021-05-24,600885.XSHG,0.28414052724838257
2021-05-24,600895.XSHG,0.5392894148826599
2021-05-24,600901.XSHG,0.20489458739757538
2021-05-24,600903.XSHG,0.701996386051178
2021-05-24,600908.XSHG,1.2147690057754517
2021-05-24,600909.XSHG,0.6934241652488708
2021-05-24,600959.XSHG,0.4930010437965393
2021-05-24,600967.XSHG,0.8842413425445557
2021-05-24,600985.XSHG,0.8031570315361023
2021-05-24,601000.XSHG,0.212298184633255
2021-05-24,601003.XSHG,-0.6476721167564392
2021-05-24,601005.XSHG,0.09429629147052765
2021-05-24,601016.XSHG,-0.23348893225193024
2021-05-24,601068.XSHG,0.4908006191253662
2021-05-24,601098.XSHG,0.9548993706703186
2021-05-24,601106.XSHG,0.8104918003082275
2021-05-24,601118.XSHG,0.8445371985435486
2021-05-24,601128.XSHG,0.6915332674980164
2021-05-24,601139.XSHG,0.6232508420944214
2021-05-24,601168.XSHG,0.8384718298912048
2021-05-24,601179.XSHG,0.8225337862968445
2021-05-24,601200.XSHG,0.42842841148376465
2021-05-24,601333.XSHG,0.4598539471626282
2021-05-24,601608.XSHG,0.788529098033905
2021-05-24,601611.XSHG,0.6002406477928162
2021-05-24,601615.XSHG,0.039701029658317566
